ocel_IoTobject_id;ocel_object_id;ocel_qualifier;ocel_time
WS04;tr43;Weight sensor measuring empty truck weight;2024-05-23 16:41:33
WS10;tr2;Weight sensor measuring empty truck weight;2024-05-23 16:42:47
WS06;tr16;Weight sensor measuring empty truck weight;2024-05-23 16:59:49
WS20;tr4;Weight sensor measuring loaded truck weight;2024-05-23 17:33:13
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-23 17:41:21
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-23 17:41:21
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-23 17:41:21
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-23 17:41:21
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-23 17:41:21
Temp7;Silo7;Temperature sensor measuring silo temperature;2024-05-23 18:07:20
Humd7;Silo7;Humidity sensor measuring silo humidity;2024-05-23 18:07:20
GrainTemp19;Silo7;1st Grain Termperature sensor located in the silo;2024-05-23 18:07:20
GrainTemp20;Silo7;2nd Grain Termperature sensor located in the silo;2024-05-23 18:07:20
GrainTemp21;Silo7;3rd Grain Termperature sensor located in the silo;2024-05-23 18:07:20
WS15;tr35;Weight sensor measuring empty truck weight;2024-05-24 08:44:53
WS14;tr28;Weight sensor measuring empty truck weight;2024-05-24 09:30:21
WS17;tr34;Weight sensor measuring loaded truck weight;2024-05-24 10:17:21
WS17;tr32;Weight sensor measuring loaded truck weight;2024-05-24 10:17:31
WS10;tr11;Weight sensor measuring empty truck weight;2024-05-24 10:17:47
WS18;tr44;Weight sensor measuring loaded truck weight;2024-05-24 10:25:21
WS02;tr31;Weight sensor measuring empty truck weight;2024-05-24 10:29:29
WS20;tr30;Weight sensor measuring loaded truck weight;2024-05-24 10:34:28
WS16;tr40;Weight sensor measuring empty truck weight;2024-05-24 10:49:40
WS20;tr7;Weight sensor measuring empty truck weight;2024-05-24 10:52:19
WS11;tr20;Weight sensor measuring empty truck weight;2024-05-24 11:38:38
Temp15;Silo15;Temperature sensor measuring silo temperature;2024-05-24 11:39:47
Humd15;Silo15;Humidity sensor measuring silo humidity;2024-05-24 11:39:47
GrainTemp43;Silo15;1st Grain Termperature sensor located in the silo;2024-05-24 11:39:47
GrainTemp44;Silo15;2nd Grain Termperature sensor located in the silo;2024-05-24 11:39:47
GrainTemp45;Silo15;3rd Grain Termperature sensor located in the silo;2024-05-24 11:39:47
WS07;tr33;Weight sensor measuring empty truck weight;2024-05-24 11:51:56
WS18;tr24;Weight sensor measuring empty truck weight;2024-05-24 11:58:56
WS01;tr25;Weight sensor measuring empty truck weight;2024-05-24 13:30:28
WS12;tr37;Weight sensor measuring empty truck weight;2024-05-24 14:15:36
WS20;tr27;Weight sensor measuring loaded truck weight;2024-05-24 14:37:13
WS10;tr3;Weight sensor measuring empty truck weight;2024-05-24 15:42:15
WS12;tr48;Weight sensor measuring empty truck weight;2024-05-24 16:22:32
WS17;tr46;Weight sensor measuring empty truck weight;2024-05-24 16:46:24
WS04;tr13;Weight sensor measuring empty truck weight;2024-05-24 16:59:42
WS06;tr23;Weight sensor measuring loaded truck weight;2024-05-24 17:04:40
WS06;tr26;Weight sensor measuring empty truck weight;2024-05-24 17:58:29
WS14;tr41;Weight sensor measuring empty truck weight;2024-05-24 18:21:21
WS07;tr21;Weight sensor measuring loaded truck weight;2024-05-24 19:52:19
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-27 07:41:44
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-27 07:41:44
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-27 07:41:44
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-27 07:41:44
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-27 07:41:44
WS03;tr14;Weight sensor measuring loaded truck weight;2024-05-27 08:54:43
WS18;tr8;Weight sensor measuring empty truck weight;2024-05-27 09:11:37
WS07;tr1;Weight sensor measuring empty truck weight;2024-05-27 09:29:56
WS10;tr39;Weight sensor measuring empty truck weight;2024-05-27 10:30:33
WS02;tr38;Weight sensor measuring empty truck weight;2024-05-27 10:43:07
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-27 10:53:26
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-27 10:53:26
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-27 10:53:26
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-27 10:53:26
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-27 10:53:26
WS09;tr5;Weight sensor measuring empty truck weight;2024-05-27 10:56:37
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-27 11:25:55
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-27 11:25:55
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-27 11:25:55
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-27 11:25:55
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-27 11:25:55
WS05;tr22;Weight sensor measuring empty truck weight;2024-05-27 11:30:10
WS13;tr31;Weight sensor measuring empty truck weight;2024-05-27 11:33:51
WS20;tr19;Weight sensor measuring empty truck weight;2024-05-27 11:44:16
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-27 11:52:47
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-27 11:52:47
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-27 11:52:47
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-27 11:52:47
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-27 11:52:47
WS04;tr45;Weight sensor measuring empty truck weight;2024-05-27 12:08:42
WS03;tr28;Weight sensor measuring loaded truck weight;2024-05-27 12:27:44
WS06;tr36;Weight sensor measuring loaded truck weight;2024-05-27 12:37:04
WS03;tr49;Weight sensor measuring loaded truck weight;2024-05-27 12:41:24
WS14;tr16;Weight sensor measuring empty truck weight;2024-05-27 13:14:10
WS15;tr12;Weight sensor measuring empty truck weight;2024-05-27 13:38:12
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-27 13:55:44
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-27 13:55:44
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-27 13:55:44
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-27 13:55:44
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-27 13:55:44
WS19;tr18;Weight sensor measuring loaded truck weight;2024-05-27 14:16:16
WS01;tr2;Weight sensor measuring empty truck weight;2024-05-27 14:26:00
WS02;tr35;Weight sensor measuring empty truck weight;2024-05-27 14:57:10
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-27 15:06:55
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-27 15:06:55
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-27 15:06:55
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-27 15:06:55
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-27 15:06:55
WS12;tr42;Weight sensor measuring empty truck weight;2024-05-27 15:49:15
WS04;tr11;Weight sensor measuring empty truck weight;2024-05-27 15:54:03
WS01;tr4;Weight sensor measuring empty truck weight;2024-05-27 15:54:56
WS09;tr24;Weight sensor measuring empty truck weight;2024-05-27 16:47:11
WS07;tr47;Weight sensor measuring empty truck weight;2024-05-27 18:01:17
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-28 07:23:26
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-28 07:23:26
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-28 07:23:26
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-28 07:23:26
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-28 07:23:26
WS15;tr33;Weight sensor measuring empty truck weight;2024-05-28 07:53:36
WS13;tr37;Weight sensor measuring empty truck weight;2024-05-28 07:58:57
Temp6;Silo6;Temperature sensor measuring silo temperature;2024-05-28 08:21:56
Humd6;Silo6;Humidity sensor measuring silo humidity;2024-05-28 08:21:56
GrainTemp16;Silo6;1st Grain Termperature sensor located in the silo;2024-05-28 08:21:56
GrainTemp17;Silo6;2nd Grain Termperature sensor located in the silo;2024-05-28 08:21:56
GrainTemp18;Silo6;3rd Grain Termperature sensor located in the silo;2024-05-28 08:21:56
WS12;tr29;Weight sensor measuring empty truck weight;2024-05-28 08:50:07
WS03;tr32;Weight sensor measuring empty truck weight;2024-05-28 08:58:50
WS14;tr17;Weight sensor measuring empty truck weight;2024-05-28 09:37:30
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-28 09:37:45
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-28 09:37:45
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-28 09:37:45
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-28 09:37:45
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-28 09:37:45
WS09;tr34;Weight sensor measuring empty truck weight;2024-05-28 09:38:10
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-28 09:41:11
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-28 09:41:11
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-28 09:41:11
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-28 09:41:11
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-28 09:41:11
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-28 09:41:19
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-28 09:41:19
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-28 09:41:19
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-28 09:41:19
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-28 09:41:19
WS08;tr44;Weight sensor measuring empty truck weight;2024-05-28 09:50:58
WS03;tr43;Weight sensor measuring empty truck weight;2024-05-28 10:51:12
WS18;tr6;Weight sensor measuring empty truck weight;2024-05-28 10:52:07
WS04;tr27;Weight sensor measuring empty truck weight;2024-05-28 10:55:09
WS16;tr20;Weight sensor measuring empty truck weight;2024-05-28 11:38:58
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-28 11:44:55
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-28 11:44:55
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-28 11:44:55
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-28 11:44:55
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-28 11:44:55
WS10;tr7;Weight sensor measuring empty truck weight;2024-05-28 12:02:27
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-28 12:08:51
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-28 12:08:51
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-28 12:08:51
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-28 12:08:51
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-28 12:08:51
WS17;tr3;Weight sensor measuring empty truck weight;2024-05-28 12:08:56
WS05;tr15;Weight sensor measuring empty truck weight;2024-05-28 13:43:51
WS12;tr50;Weight sensor measuring loaded truck weight;2024-05-28 13:56:22
WS08;tr31;Weight sensor measuring empty truck weight;2024-05-28 14:05:45
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-28 14:12:02
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-28 14:12:02
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-28 14:12:02
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-28 14:12:02
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-28 14:12:02
WS07;tr16;Weight sensor measuring empty truck weight;2024-05-28 14:24:56
WS14;tr19;Weight sensor measuring empty truck weight;2024-05-28 14:33:45
Temp1;Silo1;Temperature sensor measuring silo temperature;2024-05-28 14:53:41
Humd1;Silo1;Humidity sensor measuring silo humidity;2024-05-28 14:53:41
GrainTemp1;Silo1;1st Grain Termperature sensor located in the silo;2024-05-28 14:53:41
GrainTemp2;Silo1;2nd Grain Termperature sensor located in the silo;2024-05-28 14:53:41
GrainTemp3;Silo1;3rd Grain Termperature sensor located in the silo;2024-05-28 14:53:41
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-05-28 14:56:41
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-05-28 14:56:41
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-05-28 14:56:41
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-05-28 14:56:41
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-05-28 14:56:41
WS15;tr10;Weight sensor measuring loaded truck weight;2024-05-28 15:22:57
WS04;tr41;Weight sensor measuring empty truck weight;2024-05-28 15:30:52
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-28 15:32:29
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-28 15:32:29
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-28 15:32:29
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-28 15:32:29
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-28 15:32:29
WS17;tr46;Weight sensor measuring empty truck weight;2024-05-28 15:44:35
WS05;tr40;Weight sensor measuring empty truck weight;2024-05-28 16:30:50
WS19;tr26;Weight sensor measuring loaded truck weight;2024-05-28 19:03:35
WS18;tr9;Weight sensor measuring loaded truck weight;2024-05-28 19:08:27
WS10;tr23;Weight sensor measuring empty truck weight;2024-05-28 19:37:24
WS13;tr2;Weight sensor measuring empty truck weight;2024-05-29 07:41:42
WS03;tr11;Weight sensor measuring empty truck weight;2024-05-29 07:51:33
WS16;tr30;Weight sensor measuring empty truck weight;2024-05-29 08:15:42
WS09;tr45;Weight sensor measuring loaded truck weight;2024-05-29 08:31:52
WS20;tr47;Weight sensor measuring loaded truck weight;2024-05-29 08:33:45
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-29 09:10:04
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-29 09:10:04
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-29 09:10:04
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-29 09:10:04
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-29 09:10:04
WS20;tr48;Weight sensor measuring empty truck weight;2024-05-29 09:28:43
WS02;tr36;Weight sensor measuring empty truck weight;2024-05-29 10:08:46
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-29 10:52:21
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-29 10:52:21
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-29 10:52:21
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-29 10:52:21
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-29 10:52:21
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-29 10:57:43
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-29 10:57:43
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-29 10:57:43
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-29 10:57:43
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-29 10:57:43
WS06;tr5;Weight sensor measuring empty truck weight;2024-05-29 11:02:02
WS12;tr38;Weight sensor measuring empty truck weight;2024-05-29 11:11:39
WS17;tr12;Weight sensor measuring loaded truck weight;2024-05-29 11:15:02
WS17;tr18;Weight sensor measuring empty truck weight;2024-05-29 11:22:24
WS02;tr42;Weight sensor measuring loaded truck weight;2024-05-29 12:10:54
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-29 13:14:04
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-29 13:14:04
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-29 13:14:04
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-29 13:14:04
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-29 13:14:04
WS08;tr49;Weight sensor measuring empty truck weight;2024-05-29 13:42:05
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-29 13:54:00
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-29 13:54:00
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-29 13:54:00
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-29 13:54:00
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-29 13:54:00
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-29 13:56:06
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-29 13:56:06
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-29 13:56:06
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-29 13:56:06
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-29 13:56:06
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-29 13:59:26
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-29 13:59:26
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-29 13:59:26
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-29 13:59:26
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-29 13:59:26
WS01;tr35;Weight sensor measuring empty truck weight;2024-05-29 14:21:08
WS02;tr44;Weight sensor measuring empty truck weight;2024-05-29 14:24:13
WS14;tr17;Weight sensor measuring empty truck weight;2024-05-29 14:29:32
WS05;tr33;Weight sensor measuring loaded truck weight;2024-05-29 15:04:20
WS04;tr8;Weight sensor measuring loaded truck weight;2024-05-29 15:41:32
WS01;tr13;Weight sensor measuring loaded truck weight;2024-05-29 15:53:58
WS11;tr29;Weight sensor measuring empty truck weight;2024-05-29 15:54:41
WS15;tr10;Weight sensor measuring empty truck weight;2024-05-29 16:18:44
WS08;tr14;Weight sensor measuring empty truck weight;2024-05-29 16:26:12
WS12;tr3;Weight sensor measuring empty truck weight;2024-05-29 16:30:55
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-29 16:31:28
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-29 16:31:28
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-29 16:31:28
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-29 16:31:28
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-29 16:31:28
WS16;tr25;Weight sensor measuring loaded truck weight;2024-05-29 17:00:42
WS03;tr28;Weight sensor measuring empty truck weight;2024-05-29 17:35:56
WS10;tr41;Weight sensor measuring empty truck weight;2024-05-29 18:53:39
WS14;tr46;Weight sensor measuring loaded truck weight;2024-05-30 07:25:51
WS07;tr4;Weight sensor measuring empty truck weight;2024-05-30 07:30:16
WS13;tr32;Weight sensor measuring loaded truck weight;2024-05-30 07:37:45
WS08;tr22;Weight sensor measuring empty truck weight;2024-05-30 08:55:59
WS03;tr24;Weight sensor measuring loaded truck weight;2024-05-30 09:14:19
WS05;tr37;Weight sensor measuring loaded truck weight;2024-05-30 09:18:28
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-30 09:30:47
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-30 09:30:47
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-30 09:30:47
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-30 09:30:47
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-30 09:30:47
WS19;tr15;Weight sensor measuring empty truck weight;2024-05-30 09:36:36
WS17;tr31;Weight sensor measuring empty truck weight;2024-05-30 09:53:29
WS02;tr16;Weight sensor measuring empty truck weight;2024-05-30 10:20:54
WS12;tr45;Weight sensor measuring empty truck weight;2024-05-30 10:25:38
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-30 10:48:51
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-30 10:48:51
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-30 10:48:51
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-30 10:48:51
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-30 10:48:51
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-30 10:59:05
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-30 10:59:05
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-30 10:59:05
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-30 10:59:05
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-30 10:59:05
WS04;tr7;Weight sensor measuring empty truck weight;2024-05-30 11:23:34
WS19;tr27;Weight sensor measuring loaded truck weight;2024-05-30 11:43:47
WS16;tr11;Weight sensor measuring loaded truck weight;2024-05-30 12:01:55
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-30 13:58:34
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-30 13:58:34
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-30 13:58:34
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-30 13:58:34
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-30 13:58:34
WS05;tr18;Weight sensor measuring loaded truck weight;2024-05-30 14:10:39
WS03;tr2;Weight sensor measuring empty truck weight;2024-05-30 14:36:11
WS01;tr19;Weight sensor measuring empty truck weight;2024-05-30 14:36:36
WS16;tr48;Weight sensor measuring loaded truck weight;2024-05-30 15:09:00
WS19;tr35;Weight sensor measuring empty truck weight;2024-05-30 15:22:43
WS20;tr43;Weight sensor measuring empty truck weight;2024-05-30 15:40:22
WS13;tr34;Weight sensor measuring loaded truck weight;2024-05-30 15:41:08
WS16;tr39;Weight sensor measuring loaded truck weight;2024-05-30 15:50:13
WS16;tr33;Weight sensor measuring empty truck weight;2024-05-30 15:50:51
WS14;tr40;Weight sensor measuring empty truck weight;2024-05-30 15:55:25
WS08;tr44;Weight sensor measuring loaded truck weight;2024-05-30 16:48:00
WS04;tr20;Weight sensor measuring empty truck weight;2024-05-30 16:48:08
Temp16;Silo16;Temperature sensor measuring silo temperature;2024-05-30 16:58:04
Humd16;Silo16;Humidity sensor measuring silo humidity;2024-05-30 16:58:04
GrainTemp46;Silo16;1st Grain Termperature sensor located in the silo;2024-05-30 16:58:04
GrainTemp47;Silo16;2nd Grain Termperature sensor located in the silo;2024-05-30 16:58:04
GrainTemp48;Silo16;3rd Grain Termperature sensor located in the silo;2024-05-30 16:58:04
WS08;tr13;Weight sensor measuring empty truck weight;2024-05-30 17:45:02
Temp6;Silo6;Temperature sensor measuring silo temperature;2024-05-30 18:42:48
Humd6;Silo6;Humidity sensor measuring silo humidity;2024-05-30 18:42:48
GrainTemp16;Silo6;1st Grain Termperature sensor located in the silo;2024-05-30 18:42:48
GrainTemp17;Silo6;2nd Grain Termperature sensor located in the silo;2024-05-30 18:42:48
GrainTemp18;Silo6;3rd Grain Termperature sensor located in the silo;2024-05-30 18:42:48
WS07;tr36;Weight sensor measuring empty truck weight;2024-05-31 07:57:26
WS16;tr42;Weight sensor measuring empty truck weight;2024-05-31 09:17:04
Temp8;Silo8;Temperature sensor measuring silo temperature;2024-05-31 09:18:03
Humd8;Silo8;Humidity sensor measuring silo humidity;2024-05-31 09:18:03
GrainTemp22;Silo8;1st Grain Termperature sensor located in the silo;2024-05-31 09:18:03
GrainTemp23;Silo8;2nd Grain Termperature sensor located in the silo;2024-05-31 09:18:03
GrainTemp24;Silo8;3rd Grain Termperature sensor located in the silo;2024-05-31 09:18:03
WS02;tr49;Weight sensor measuring empty truck weight;2024-05-31 09:31:34
WS11;tr16;Weight sensor measuring empty truck weight;2024-05-31 09:59:22
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-31 10:09:27
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-31 10:09:27
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-31 10:09:27
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-31 10:09:27
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-31 10:09:27
WS20;tr47;Weight sensor measuring empty truck weight;2024-05-31 10:30:07
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-05-31 10:33:07
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-05-31 10:33:07
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-05-31 10:33:07
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-05-31 10:33:07
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-05-31 10:33:07
WS14;tr50;Weight sensor measuring empty truck weight;2024-05-31 11:01:32
WS08;tr23;Weight sensor measuring loaded truck weight;2024-05-31 11:35:27
WS08;tr21;Weight sensor measuring empty truck weight;2024-05-31 11:56:18
WS03;tr1;Weight sensor measuring loaded truck weight;2024-05-31 13:25:32
WS07;tr12;Weight sensor measuring empty truck weight;2024-05-31 13:44:33
WS16;tr28;Weight sensor measuring loaded truck weight;2024-05-31 13:49:28
WS02;tr46;Weight sensor measuring empty truck weight;2024-05-31 14:11:39
WS05;tr6;Weight sensor measuring loaded truck weight;2024-05-31 14:28:01
WS15;tr37;Weight sensor measuring empty truck weight;2024-05-31 15:10:36
WS10;tr3;Weight sensor measuring loaded truck weight;2024-05-31 15:33:18
WS01;tr38;Weight sensor measuring empty truck weight;2024-05-31 15:35:37
WS06;tr4;Weight sensor measuring empty truck weight;2024-05-31 15:37:05
WS12;tr14;Weight sensor measuring empty truck weight;2024-05-31 15:45:16
WS04;tr48;Weight sensor measuring empty truck weight;2024-05-31 16:58:21
WS16;tr26;Weight sensor measuring empty truck weight;2024-05-31 17:09:43
WS05;tr10;Weight sensor measuring empty truck weight;2024-05-31 18:09:34
WS18;tr17;Weight sensor measuring empty truck weight;2024-05-31 18:42:39
WS19;tr27;Weight sensor measuring empty truck weight;2024-05-31 19:00:32
WS08;tr2;Weight sensor measuring loaded truck weight;2024-05-31 19:19:29
Temp2;Silo2;Temperature sensor measuring silo temperature;2024-06-03 08:17:17
Humd2;Silo2;Humidity sensor measuring silo humidity;2024-06-03 08:17:17
GrainTemp4;Silo2;1st Grain Termperature sensor located in the silo;2024-06-03 08:17:17
GrainTemp5;Silo2;2nd Grain Termperature sensor located in the silo;2024-06-03 08:17:17
GrainTemp6;Silo2;3rd Grain Termperature sensor located in the silo;2024-06-03 08:17:17
Temp10;Silo10;Temperature sensor measuring silo temperature;2024-06-03 09:17:12
Humd10;Silo10;Humidity sensor measuring silo humidity;2024-06-03 09:17:12
GrainTemp28;Silo10;1st Grain Termperature sensor located in the silo;2024-06-03 09:17:12
GrainTemp29;Silo10;2nd Grain Termperature sensor located in the silo;2024-06-03 09:17:12
GrainTemp30;Silo10;3rd Grain Termperature sensor located in the silo;2024-06-03 09:17:12
